CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.240005493
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.119995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.319992065
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.38999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.38999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.38999939
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.089996338
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.589996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.630004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.850006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.470001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.5
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.479995728
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.470001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.470001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.510009766
7.5,1.0,6.0,0.0,0.0,5.0,0.0,0.0,177.429992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.819992065
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.819992065
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.819992065
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.5
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.380004883
7.5,1.0,7.0,0.0,0.0,4.0,0.0,0.0,177.720001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.440002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.779998779
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.130004883
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.540008545
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.300003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.790008545
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.949996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.330001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.209991455
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.759994507
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.289993286
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.149993896
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.559997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.419998169
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.419998169
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.949996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.790008545
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.190002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.460006714
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.449996948
7.5,1.0,7.0,0.0,0.0,3.0,0.0,0.0,177.179992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.449996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.729995728
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.839996338
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.320007324
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.540008545
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.61000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.61000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.5
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.470001221
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,176.949996948
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.480010986
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.770004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.380004883
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.440002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.600006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.429992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.429992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.429992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.539993286
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.709991455
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.320007324
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.089996338
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,178.13999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.190002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.600006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.540008545
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,176.959991455
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.61000061
7.5,1.0,6.0,0.0,0.0,5.0,0.0,0.0,177.589996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.589996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.990005493
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.519989014
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.050003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.050003052
7.5,1.0,7.0,0.0,0.0,4.0,0.0,0.0,177.290008545
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.169998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.419998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.730010986
7.5,1.0,6.0,0.0,0.0,5.0,0.0,0.0,177.720001221
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.510009766
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,178.059997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.059997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.529998779
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.339996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.979995728
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.949996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.600006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.089996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.160003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.160003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.160003662
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.440002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.699996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.089996338
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.759994507
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.699996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.149993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.009994507
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.550003052
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.119995117
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.119995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.63999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.770004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.729995728
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.830001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.850006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.729995728
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.36000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.330001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.630004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.989990234
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.739990234
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.160003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.509994507
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.160003662
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.279998779
7.5,1.0,7.0,0.0,0.0,4.0,0.0,0.0,178.319992065
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.679992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.589996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.570007324
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.419998169
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.720001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.710006714
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.710006714
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.710006714
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.449996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.650009155
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.770004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
5.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.339996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.510009766
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.179992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.309997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.290008545
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.240005493
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.680007935
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.680007935
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.680007935
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.279998779
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.380004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.13999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.61000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.759994507
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.429992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.730010986
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.330001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.919998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.660003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.61000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.929992676
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.729995728
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.779998779
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.11000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.11000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.11000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.300003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.789993286
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.209991455
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.339996338
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.029998779
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.380004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.799987793
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,178.36000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.459991455
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.029998779
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.910003662
7.5,1.0,7.0,0.0,0.0,3.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.919998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.990005493
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.770004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.850006104
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.580001831
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.880004883
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.669998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.960006714
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.580001831
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.679992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.5
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.569992065
7.5,1.0,7.0,0.0,0.0,4.0,0.0,0.0,177.679992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.720001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.020004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.729995728
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.850006104
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.679992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.830001831
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.75
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.649993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.720001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.730010986
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.699996948
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.410003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.759994507
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.690002441
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.740005493
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.010009766
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.190002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.760009766
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.899993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.290008545
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.940002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.38999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.25
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.960006714
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.169998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.449996948
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.929992676
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.820007324
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.989990234
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.910003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.020004272
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.160003662
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,178.259994507
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.959991455
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.820007324
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.850006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.119995117
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.040008545
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.869995117
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.990005493
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.0
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.019989014
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.919998169
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.050003052
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.940002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.919998169
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.350006104
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.809997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.86000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.720001221
7.5,1.0,96.0,0.0,0.0,4.0,0.0,0.0,315.489990234
7.5,1.0,96.0,0.0,0.0,3.0,0.0,0.0,313.869995117
7.5,1.0,95.0,0.0,1.0,4.0,0.0,0.0,312.339996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.949996948
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,178.11000061
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.290008545
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.959991455
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.0
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.010009766
7.5,1.0,7.0,0.0,0.0,4.0,0.0,0.0,177.979995728
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.119995117
5.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.369995117
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.350006104
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.350006104
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.350006104
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.919998169
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.88999939
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.910003662
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.520004272
7.5,1.0,6.0,0.0,0.0,5.0,0.0,0.0,178.059997559
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.589996338
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.190002441
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.279998779
7.5,1.0,6.0,0.0,1.0,5.0,0.0,0.0,178.229995728
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.800003052
7.5,1.0,6.0,0.0,1.0,4.0,0.0,0.0,177.960006714
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.070007324
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.529998779
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.739990234
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.929992676
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.929992676
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.929992676
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,177.399993896
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.050003052
7.5,1.0,6.0,0.0,1.0,3.0,0.0,0.0,178.029998779
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.040008545
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.970001221
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,177.820007324
7.5,1.0,6.0,0.0,0.0,4.0,0.0,0.0,178.289993286
7.5,1.0,6.0,0.0,0.0,3.0,0.0,0.0,178.309997559
